AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:43:24 Compatible with AeroDyn v13.0.
Polar "T1_Re3.900_M0.00_N9.0 360 M" on Foil "T1_Re3.900_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
19.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.54          Angle of attack for zero Cn for linear Cn curve (deg)
6.86406        Cn slope for zero lift for linear Cn curve (1/rad)
0.7185         Cn at stall value for positive angle of attack for linear Cn curve
-0.9408        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0048         Minimum CD value
   -180.00   -0.0449    0.0060
   -179.00    0.0512    0.0065
   -178.00    0.1473    0.0080
   -177.00    0.2434    0.0106
   -176.00    0.3395    0.0141
   -175.00    0.4356    0.0187
   -174.00    0.5317    0.0242
   -173.00    0.6278    0.0308
   -172.00    0.7208    0.0383
   -171.00    0.7898    0.0468
   -170.00    0.7967    0.0562
   -169.00    0.7315    0.0666
   -168.00    0.6379    0.0780
   -167.00    0.5609    0.0903
   -166.00    0.5130    0.1034
   -165.00    0.4890    0.1175
   -164.00    0.4809    0.1324
   -163.00    0.4825    0.1482
   -162.00    0.4900    0.1649
   -161.00    0.5009    0.1823
   -160.00    0.5138    0.2005
   -159.00    0.5277    0.2196
   -158.00    0.5420    0.2393
   -157.00    0.5562    0.2598
   -156.00    0.5702    0.2810
   -155.00    0.5837    0.3028
   -154.00    0.5966    0.3253
   -153.00    0.6087    0.3484
   -152.00    0.6201    0.3721
   -151.00    0.6307    0.3964
   -150.00    0.6404    0.4211
   -149.00    0.6492    0.4464
   -148.00    0.6570    0.4722
   -147.00    0.6640    0.4984
   -146.00    0.6699    0.5250
   -145.00    0.6750    0.5519
   -144.00    0.6790    0.5792
   -143.00    0.6821    0.6068
   -142.00    0.6843    0.6347
   -141.00    0.6855    0.6628
   -140.00    0.6858    0.6912
   -139.00    0.6851    0.7196
   -138.00    0.6835    0.7483
   -137.00    0.6809    0.7770
   -136.00    0.6775    0.8058
   -135.00    0.6732    0.8346
   -134.00    0.6680    0.8634
   -133.00    0.6620    0.8922
   -132.00    0.6551    0.9209
   -131.00    0.6474    0.9495
   -130.00    0.6388    0.9779
   -129.00    0.6295    1.0062
   -128.00    0.6195    1.0343
   -127.00    0.6087    1.0621
   -126.00    0.5971    1.0896
   -125.00    0.5849    1.1168
   -124.00    0.5720    1.1437
   -123.00    0.5584    1.1701
   -122.00    0.5442    1.1962
   -121.00    0.5294    1.2218
   -120.00    0.5140    1.2470
   -119.00    0.4981    1.2716
   -118.00    0.4816    1.2957
   -117.00    0.4646    1.3193
   -116.00    0.4471    1.3423
   -115.00    0.4292    1.3646
   -114.00    0.4108    1.3863
   -113.00    0.3920    1.4073
   -112.00    0.3728    1.4276
   -111.00    0.3533    1.4472
   -110.00    0.3334    1.4660
   -109.00    0.3133    1.4841
   -108.00    0.2928    1.5014
   -107.00    0.2721    1.5179
   -106.00    0.2511    1.5335
   -105.00    0.2299    1.5483
   -104.00    0.2086    1.5622
   -103.00    0.1868    1.5753
   -102.00    0.1651    1.5874
   -101.00    0.1433    1.5986
   -100.00    0.1214    1.6089
    -99.00    0.0995    1.6182
    -98.00    0.0775    1.6266
    -97.00    0.0555    1.6341
