AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:00:53 Compatible with AeroDyn v13.0.
Polar "T1_Re3.800_M0.00_N9.0 360 M" on Foil "T1_Re3.800_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
19.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-0.00          Angle of attack for zero Cn for linear Cn curve (deg)
6.46132        Cn slope for zero lift for linear Cn curve (1/rad)
1.1557         Cn at stall value for positive angle of attack for linear Cn curve
-1.0961        Cn at stall value for negative angle of attack for linear Cn curve
0.50           Angle of attack for minimum CD (deg)
0.0054         Minimum CD value
   -180.00   -0.0000    0.0060
   -179.00    0.0903    0.0065
   -178.00    0.1806    0.0081
   -177.00    0.2710    0.0107
   -176.00    0.3613    0.0143
   -175.00    0.4516    0.0189
   -174.00    0.5419    0.0246
   -173.00    0.6322    0.0312
   -172.00    0.7218    0.0389
   -171.00    0.7999    0.0475
   -170.00    0.8376    0.0572
   -169.00    0.8100    0.0678
   -168.00    0.7360    0.0794
   -167.00    0.6602    0.0919
   -166.00    0.6076    0.1054
   -165.00    0.5795    0.1197
   -164.00    0.5695    0.1350
   -163.00    0.5710    0.1511
   -162.00    0.5797    0.1681
   -161.00    0.5928    0.1860
   -160.00    0.6084    0.2046
   -159.00    0.6254    0.2240
   -158.00    0.6430    0.2443
   -157.00    0.6608    0.2652
   -156.00    0.6785    0.2869
   -155.00    0.6957    0.3092
   -154.00    0.7124    0.3323
   -153.00    0.7284    0.3559
   -152.00    0.7437    0.3802
   -151.00    0.7580    0.4051
   -150.00    0.7715    0.4305
   -149.00    0.7840    0.4564
   -148.00    0.7955    0.4828
   -147.00    0.8059    0.5096
   -146.00    0.8153    0.5369
   -145.00    0.8236    0.5646
   -144.00    0.8308    0.5926
   -143.00    0.8369    0.6209
   -142.00    0.8418    0.6495
   -141.00    0.8456    0.6784
   -140.00    0.8483    0.7075
   -139.00    0.8498    0.7368
   -138.00    0.8502    0.7662
   -137.00    0.8494    0.7957
   -136.00    0.8475    0.8253
   -135.00    0.8444    0.8549
   -134.00    0.8402    0.8845
   -133.00    0.8349    0.9141
   -132.00    0.8285    0.9436
   -131.00    0.8209    0.9730
   -130.00    0.8123    1.0023
   -129.00    0.8025    1.0314
   -128.00    0.7918    1.0603
   -127.00    0.7799    1.0889
   -126.00    0.7670    1.1172
   -125.00    0.7532    1.1452
   -124.00    0.7383    1.1729
   -123.00    0.7225    1.2002
   -122.00    0.7057    1.2270
   -121.00    0.6881    1.2534
   -120.00    0.6695    1.2793
   -119.00    0.6501    1.3047
   -118.00    0.6299    1.3296
   -117.00    0.6088    1.3539
   -116.00    0.5870    1.3775
   -115.00    0.5644    1.4006
   -114.00    0.5412    1.4229
   -113.00    0.5173    1.4446
   -112.00    0.4927    1.4655
   -111.00    0.4675    1.4858
   -110.00    0.4418    1.5052
   -109.00    0.4155    1.5238
   -108.00    0.3887    1.5417
   -107.00    0.3615    1.5587
   -106.00    0.3338    1.5748
   -105.00    0.3058    1.5901
   -104.00    0.2774    1.6044
   -103.00    0.2484    1.6179
   -102.00    0.2194    1.6304
   -101.00    0.1902    1.6420
   -100.00    0.1608    1.6526
    -99.00    0.1312    1.6622
    -98.00    0.1015    1.6709
    -97.00    0.0717    1.6786
    -96.00    0.0419    1.6852
    -95.00    0.0120    1.6909
    -94.00   -0.0178    1.6955
    -93.00   -0.0476    1.6991
    -92.00   -0.0772    1.7017
    -91.00   -0.1068    1.7033
    -90.00   -0.1361    1.7038
    -89.00   -0.1653    1.7033
    -88.00   -0.1942    1.7017
    -87.00   -0.2228    1.6991
    -86.00   -0.2511    1.6955
    -85.00   -0.2791    1.6909
    -84.00   -0.3067    1.6852
    -83.00   -0.3339    1.6786
    -82.00   -0.3607    1.6709
    -81.00   -0.3870    1.6622
    -80.00   -0.4128    1.6526
    -79.00   -0.4380    1.6419
    -78.00   -0.4628    1.6304
    -77.00   -0.4869    1.6178
    -76.00   -0.5105    1.6044
    -75.00   -0.5334    1.5900
    -74.00   -0.5556    1.5748
    -73.00   -0.5772    1.5586
    -72.00   -0.5981    1.5416
    -71.00   -0.6183    1.5238
    -70.00   -0.6377    1.5051
    -69.00   -0.6564    1.4857
    -68.00   -0.6743    1.4655
    -67.00   -0.6914    1.4445
    -66.00   -0.7076    1.4228
    -65.00   -0.7231    1.4005
    -64.00   -0.7377    1.3774
    -63.00   -0.7515    1.3538
    -62.00   -0.7644    1.3295
    -61.00   -0.7764    1.3046
    -60.00   -0.7876    1.2792
    -59.00   -0.7978    1.2533
    -58.00   -0.8072    1.2269
    -57.00   -0.8156    1.2000
    -56.00   -0.8231    1.1728
    -55.00   -0.8297    1.1451
    -54.00   -0.8354    1.1171
    -53.00   -0.8402    1.0887
    -52.00   -0.8440    1.0601
    -51.00   -0.8469    1.0312
    -50.00   -0.8489    1.0021
    -49.00   -0.8499    0.9728
    -48.00   -0.8501    0.9434
    -47.00   -0.8493    0.9138
    -46.00   -0.8476    0.8842
    -45.00   -0.8451    0.8546
    -44.00   -0.8416    0.8249
    -43.00   -0.8372    0.7953
    -42.00   -0.8320    0.7658
    -41.00   -0.8259    0.7363
    -40.00   -0.8189    0.7070
    -39.00   -0.8111    0.6779
    -38.00   -0.8025    0.6490
    -37.00   -0.7931    0.6203
    -36.00   -0.7829    0.5919
    -35.00   -0.7720    0.5638
    -34.00   -0.7604    0.5360
    -33.00   -0.7481    0.5087
    -32.00   -0.7351    0.4817
    -31.00   -0.7215    0.4552
    -30.00   -0.7074    0.4291
    -29.00   -0.6929    0.4035
    -28.00   -0.6780    0.3784
    -27.00   -0.6628    0.3539
    -26.00   -0.6476    0.3299
    -25.00   -0.6326    0.3065
    -24.00   -0.6181    0.2836
    -23.00   -0.6045    0.2612
    -22.00   -0.5926    0.2394
    -21.00   -0.5835    0.2180
    -20.00   -0.5788    0.1970
    -19.00   -0.5811    0.1762
    -18.00   -0.5947    0.1553
    -17.00   -0.6265    0.1340
    -16.00   -0.6866    0.1116
    -15.00   -0.7875    0.0877
    -14.00   -0.9338    0.0627
    -13.00   -1.0970    0.0396
    -12.00   -1.2054    0.0231
    -11.00   -1.2064    0.0155
    -10.00   -1.1111    0.0105
     -9.50   -1.0484    0.0100
     -9.00   -0.9887    0.0094
     -8.50   -0.9319    0.0090
     -8.00   -0.8794    0.0086
     -7.50   -0.8268    0.0083
     -7.00   -0.7744    0.0079
     -6.50   -0.7214    0.0075
     -6.00   -0.6675    0.0072
     -5.50   -0.6131    0.0069
     -5.00   -0.5585    0.0067
     -4.50   -0.5037    0.0065
     -4.00   -0.4485    0.0062
     -3.50   -0.3931    0.0060
     -3.00   -0.3379    0.0058
     -2.50   -0.2816    0.0057
     -2.00   -0.2258    0.0056
     -1.50   -0.1695    0.0055
     -1.00   -0.1130    0.0054
     -0.50   -0.0566    0.0054
      0.00    0.0000    0.0054
      0.50    0.0566    0.0054
      1.00    0.1130    0.0054
      1.50    0.1695    0.0055
      2.00    0.2258    0.0056
      2.50    0.2816    0.0057
      3.00    0.3379    0.0058
      3.50    0.3931    0.0060
      4.00    0.4486    0.0062
      4.50    0.5038    0.0065
      5.00    0.5585    0.0067
      5.50    0.6131    0.0069
      6.00    0.6676    0.0072
      6.50    0.7214    0.0075
      7.00    0.7745    0.0079
      7.50    0.8269    0.0083
      8.00    0.8796    0.0086
      8.50    0.9320    0.0090
      9.00    0.9888    0.0094
      9.50    1.0486    0.0100
     10.00    1.1113    0.0105
     10.50    1.1733    0.0110
     11.00    1.2331    0.0116
     11.50    1.2781    0.0122
     12.00    1.3173    0.0128
     12.50    1.3605    0.0133
     13.00    1.4052    0.0138
     13.50    1.4486    0.0145
     14.00    1.4883    0.0154
     14.50    1.5217    0.0164
     15.00    1.5479    0.0176
     16.50    1.6356    0.0213
     17.00    1.6610    0.0230
     17.50    1.6841    0.0250
     18.00    1.7035    0.0274
     18.50    1.7201    0.0304
     19.00    1.7320    0.0340
     19.50    1.7372    0.0386
     20.00    1.7356    0.0443
     20.50    1.7239    0.0514
     21.00    1.6996    0.0606
     21.50    1.6628    0.0719
     22.00    1.6117    0.0855
     22.50    1.5420    0.1027
     23.00    1.4668    0.1211
     23.50    1.3898    0.1411
     24.00    1.3116    0.1623
     24.50    1.2211    0.1883
     25.00    1.1726    0.2076
     26.00    1.1007    0.2677
     27.00    1.0432    0.3000
     28.00    0.9983    0.3317
     29.00    0.9639    0.3628
     30.00    0.9379    0.3936
     31.00    0.9186    0.4240
     32.00    0.9045    0.4543
     33.00    0.8946    0.4844
     34.00    0.8879    0.5145
     35.00    0.8835    0.5446
     36.00    0.8809    0.5747
     37.00    0.8797    0.6049
     38.00    0.8793    0.6351
     39.00    0.8796    0.6653
     40.00    0.8801    0.6956
     41.00    0.8809    0.7259
     42.00    0.8816    0.7563
     43.00    0.8821    0.7866
     44.00    0.8823    0.8170
     45.00    0.8822    0.8473
     46.00    0.8815    0.8775
     47.00    0.8803    0.9076
     48.00    0.8786    0.9376
     49.00    0.8762    0.9675
     50.00    0.8731    0.9971
     51.00    0.8693    1.0266
     52.00    0.8647    1.0558
     53.00    0.8594    1.0847
     54.00    0.8533    1.1133
     55.00    0.8464    1.1416
     56.00    0.8387    1.1695
     57.00    0.8302    1.1970
     58.00    0.8208    1.2240
     59.00    0.8106    1.2506
     60.00    0.7996    1.2767
     61.00    0.7878    1.3023
     62.00    0.7751    1.3273
     63.00    0.7616    1.3517
     64.00    0.7472    1.3755
     65.00    0.7321    1.3986
     66.00    0.7162    1.4211
     67.00    0.6994    1.4428
     68.00    0.6819    1.4639
     69.00    0.6636    1.4842
     70.00    0.6446    1.5037
     71.00    0.6249    1.5224
     72.00    0.6044    1.5404
     73.00    0.5832    1.5574
     74.00    0.5613    1.5736
     75.00    0.5388    1.5889
     76.00    0.5157    1.6034
     77.00    0.4919    1.6169
     78.00    0.4675    1.6295
     79.00    0.4426    1.6411
     80.00    0.4171    1.6517
     81.00    0.3912    1.6614
     82.00    0.3647    1.6701
     83.00    0.3378    1.6778
     84.00    0.3104    1.6846
     85.00    0.2827    1.6902
     86.00    0.2545    1.6949
     87.00    0.2261    1.6986
     88.00    0.1973    1.7012
     89.00    0.1683    1.7027
     90.00    0.1391    1.7033
     91.00    0.1096    1.7028
     92.00    0.0800    1.7013
     93.00    0.0502    1.6987
     94.00    0.0204    1.6951
     95.00   -0.0095    1.6905
     96.00   -0.0395    1.6849
     97.00   -0.0694    1.6782
     98.00   -0.0993    1.6706
     99.00   -0.1290    1.6619
    100.00   -0.1587    1.6523
    101.00   -0.1882    1.6417
    102.00   -0.2174    1.6301
    103.00   -0.2465    1.6176
    104.00   -0.2774    1.6042
    105.00   -0.3058    1.5898
    106.00   -0.3338    1.5746
    107.00   -0.3615    1.5585
    108.00   -0.3887    1.5415
    109.00   -0.4155    1.5237
    110.00   -0.4418    1.5050
    111.00   -0.4675    1.4856
    112.00   -0.4927    1.4654
    113.00   -0.5173    1.4444
    114.00   -0.5412    1.4228
    115.00   -0.5645    1.4004
    116.00   -0.5870    1.3774
    117.00   -0.6088    1.3538
    118.00   -0.6299    1.3295
    119.00   -0.6501    1.3046
    120.00   -0.6695    1.2792
    121.00   -0.6881    1.2533
    122.00   -0.7057    1.2269
